Medicare Advantage Monthly Capitation Rates for 2026 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2026 Rate,Parts A&B 3.5% Bonus 2026 Rate,Parts A&B 0% Bonus 2026 Rate,Parts A&B ESRD 2026 Rate
34540,NORTH CAROLINA,LINCOLN,"1,251.92","1,235.23","1,196.28","8,729.35"
34550,NORTH CAROLINA,MCDOWELL,"1,250.07","1,250.07","1,250.07","8,729.35"
34560,NORTH CAROLINA,MACON,"1,235.08","1,219.64","1,183.61","8,729.35"
34570,NORTH CAROLINA,MADISON,"1,280.95","1,264.94","1,227.58","8,729.35"
34580,NORTH CAROLINA,MARTIN,"1,230.08","1,230.08","1,217.90","8,729.35"
34590,NORTH CAROLINA,MECKLENBURG,"1,261.02","1,244.75","1,206.78","8,729.35"
34600,NORTH CAROLINA,MITCHELL,"1,096.22","1,082.52","1,050.55","8,729.35"
34610,NORTH CAROLINA,MONTGOMERY,"1,204.03","1,188.98","1,153.86","8,729.35"
34620,NORTH CAROLINA,MOORE,"1,235.88","1,220.43","1,184.39","8,729.35"
34630,NORTH CAROLINA,NASH,"1,245.71","1,244.71","1,207.95","8,729.35"
34640,NORTH CAROLINA,NEW HANOVER,"1,252.94","1,236.23","1,197.25","8,729.35"
34650,NORTH CAROLINA,NORTHAMPTON,"1,238.95","1,238.95","1,238.95","8,729.35"
34660,NORTH CAROLINA,ONSLOW,"1,245.75","1,229.67","1,192.17","8,729.35"
34670,NORTH CAROLINA,ORANGE,"1,174.16","1,159.49","1,125.24","8,729.35"
34680,NORTH CAROLINA,PAMLICO,"1,250.27","1,250.27","1,250.27","8,729.35"
34690,NORTH CAROLINA,PASQUOTANK,"1,250.14","1,250.14","1,250.14","8,729.35"
34700,NORTH CAROLINA,PENDER,"1,258.08","1,241.30","1,202.16","8,729.35"
34710,NORTH CAROLINA,PERQUIMANS,"1,193.01","1,193.01","1,193.01","8,729.35"
34720,NORTH CAROLINA,PERSON,"1,309.32","1,276.92","1,201.33","8,729.35"
34730,NORTH CAROLINA,PITT,"1,148.00","1,148.00","1,148.00","8,729.35"
34740,NORTH CAROLINA,POLK,"1,253.57","1,253.57","1,221.45","8,729.35"
34750,NORTH CAROLINA,RANDOLPH,"1,310.98","1,279.51","1,206.10","8,729.35"
34760,NORTH CAROLINA,RICHMOND,"1,196.47","1,181.52","1,146.62","8,729.35"
34770,NORTH CAROLINA,ROBESON,"1,233.73","1,218.57","1,180.15","8,729.35"
34780,NORTH CAROLINA,ROCKINGHAM,"1,256.80","1,226.64","1,156.26","8,729.35"
34790,NORTH CAROLINA,ROWAN,"1,243.87","1,227.28","1,188.58","8,729.35"
34800,NORTH CAROLINA,RUTHERFORD,"1,254.37","1,254.37","1,247.96","8,729.35"
34810,NORTH CAROLINA,SAMPSON,"1,231.19","1,231.19","1,231.19","8,729.35"
34820,NORTH CAROLINA,SCOTLAND,"1,240.36","1,224.85","1,188.67","8,729.35"
34830,NORTH CAROLINA,STANLY,"1,242.63","1,226.06","1,187.40","8,729.35"
34840,NORTH CAROLINA,STOKES,"1,363.05","1,330.34","1,254.01","8,729.35"
34850,NORTH CAROLINA,SURRY,"1,239.42","1,239.42","1,205.37","8,729.35"
34860,NORTH CAROLINA,SWAIN,"1,311.68","1,311.68","1,278.09","8,729.35"
34870,NORTH CAROLINA,TRANSYLVANIA,"1,249.80","1,234.18","1,197.73","8,729.35"
34880,NORTH CAROLINA,TYRRELL,"1,181.91","1,181.91","1,181.91","8,729.35"
34890,NORTH CAROLINA,UNION,"1,243.40","1,227.35","1,189.92","8,729.35"
34900,NORTH CAROLINA,VANCE,"1,236.13","1,236.13","1,234.84","8,729.35"
34910,NORTH CAROLINA,WAKE,"1,289.95","1,273.83","1,236.20","8,729.35"
34920,NORTH CAROLINA,WARREN,"1,210.87","1,195.74","1,160.42","8,729.35"
34930,NORTH CAROLINA,WASHINGTON,"1,282.77","1,282.77","1,268.37","8,729.35"
34940,NORTH CAROLINA,WATAUGA,"1,235.02","1,235.02","1,225.53","8,729.35"
34950,NORTH CAROLINA,WAYNE,"1,233.90","1,217.45","1,179.06","8,729.35"
34960,NORTH CAROLINA,WILKES,"1,230.67","1,230.67","1,230.67","8,729.35"
34970,NORTH CAROLINA,WILSON,"1,245.36","1,233.98","1,195.07","8,729.35"
34980,NORTH CAROLINA,YADKIN,"1,329.78","1,297.86","1,223.39","8,729.35"
34981,NORTH CAROLINA,YANCEY,"1,202.93","1,187.89","1,152.81","8,729.35"
35000,NORTH DAKOTA,ADAMS,"1,345.47","1,325.29","1,278.20","8,404.93"
35010,NORTH DAKOTA,BARNES,"1,249.33","1,249.33","1,249.33","8,404.93"
35020,NORTH DAKOTA,BENSON,"1,258.21","1,258.21","1,233.73","8,404.93"
35030,NORTH DAKOTA,BILLINGS,"1,248.08","1,230.87","1,190.70","8,404.93"
35040,NORTH DAKOTA,BOTTINEAU,"1,263.65","1,263.65","1,263.65","8,404.93"
35050,NORTH DAKOTA,BOWMAN,"1,564.84","1,541.37","1,486.60","8,404.93"
35060,NORTH DAKOTA,BURKE,"1,242.12","1,223.94","1,181.52","8,404.93"
35070,NORTH DAKOTA,BURLEIGH,"1,248.70","1,248.70","1,236.10","8,404.93"
35080,NORTH DAKOTA,CASS,"1,244.42","1,232.95","1,194.08","8,404.93"
35090,NORTH DAKOTA,CAVALIER,"1,450.87","1,429.11","1,378.33","8,404.93"
35100,NORTH DAKOTA,DICKEY,"1,289.61","1,271.19","1,228.20","8,404.93"
35110,NORTH DAKOTA,DIVIDE,"1,540.11","1,517.01","1,463.10","8,404.93"
35120,NORTH DAKOTA,DUNN,"1,243.94","1,243.94","1,230.92","8,404.93"
35130,NORTH DAKOTA,EDDY,"1,232.46","1,214.85","1,173.77","8,404.93"
35140,NORTH DAKOTA,EMMONS,"1,307.74","1,288.12","1,242.35","8,404.93"
35150,NORTH DAKOTA,FOSTER,"1,300.76","1,282.18","1,238.82","8,404.93"
35160,NORTH DAKOTA,GOLDEN VALLEY,"1,324.85","1,305.92","1,261.76","8,404.93"
35170,NORTH DAKOTA,GRAND FORKS,"1,248.24","1,248.24","1,213.51","8,404.93"
35180,NORTH DAKOTA,GRANT,"1,288.76","1,269.43","1,224.32","8,404.93"
35190,NORTH DAKOTA,GRIGGS,"1,348.10","1,327.88","1,280.70","8,404.93"
35200,NORTH DAKOTA,HETTINGER,"1,315.55","1,303.99","1,259.89","8,404.93"
35210,NORTH DAKOTA,KIDDER,"1,217.73","1,200.33","1,159.74","8,404.93"
35220,NORTH DAKOTA,LAMOURE,"1,239.14","1,221.43","1,180.13","8,404.93"
35230,NORTH DAKOTA,LOGAN,"1,273.74","1,255.10","1,211.60","8,404.93"
35240,NORTH DAKOTA,MCHENRY,"1,222.41","1,204.95","1,164.20","8,404.93"
35250,NORTH DAKOTA,MCINTOSH,"1,468.87","1,446.84","1,395.43","8,404.93"
35260,NORTH DAKOTA,MCKENZIE,"1,416.28","1,395.04","1,345.47","8,404.93"
35270,NORTH DAKOTA,MCLEAN,"1,244.13","1,226.36","1,184.89","8,404.93"
35280,NORTH DAKOTA,MERCER,"1,269.17","1,250.13","1,205.71","8,404.93"
35290,NORTH DAKOTA,MORTON,"1,248.12","1,248.12","1,221.79","8,404.93"
35300,NORTH DAKOTA,MOUNTRAIL,"1,239.67","1,221.96","1,180.64","8,404.93"
35310,NORTH DAKOTA,NELSON,"1,249.16","1,231.32","1,189.68","8,404.93"
35320,NORTH DAKOTA,OLIVER,"1,258.19","1,240.84","1,200.35","8,404.93"
35330,NORTH DAKOTA,PEMBINA,"1,340.29","1,320.19","1,273.28","8,404.93"
35340,NORTH DAKOTA,PIERCE,"1,263.17","1,245.13","1,203.02","8,404.93"
35350,NORTH DAKOTA,RAMSEY,"1,248.40","1,248.40","1,219.20","8,404.93"
35360,NORTH DAKOTA,RANSOM,"1,268.94","1,251.44","1,210.60","8,404.93"
35370,NORTH DAKOTA,RENVILLE,"1,197.16","1,181.20","1,143.95","8,404.93"
35380,NORTH DAKOTA,RICHLAND,"1,232.69","1,216.25","1,177.90","8,404.93"
35390,NORTH DAKOTA,ROLETTE,"1,258.85","1,239.97","1,195.91","8,404.93"
35400,NORTH DAKOTA,SARGENT,"1,308.83","1,289.68","1,244.99","8,404.93"
35410,NORTH DAKOTA,SHERIDAN,"1,217.98","1,210.22","1,170.73","8,404.93"
35420,NORTH DAKOTA,SIOUX,"1,333.01","1,313.01","1,266.36","8,404.93"
35430,NORTH DAKOTA,SLOPE,"1,313.15","1,293.45","1,247.49","8,404.93"
35440,NORTH DAKOTA,STARK,"1,239.32","1,223.33","1,186.01","8,404.93"
35450,NORTH DAKOTA,STEELE,"1,251.56","1,233.24","1,190.50","8,404.93"
35460,NORTH DAKOTA,STUTSMAN,"1,247.34","1,231.75","1,195.37","8,404.93"
35470,NORTH DAKOTA,TOWNER,"1,426.71","1,405.31","1,355.37","8,404.93"
35480,NORTH DAKOTA,TRAILL,"1,293.99","1,293.99","1,261.64","8,404.93"
35490,NORTH DAKOTA,WALSH,"1,511.40","1,488.73","1,435.83","8,404.93"
35500,NORTH DAKOTA,WARD,"1,230.00","1,213.60","1,175.33","8,404.93"
35510,NORTH DAKOTA,WELLS,"1,237.52","1,218.96","1,175.64","8,404.93"
35520,NORTH DAKOTA,WILLIAMS,"1,211.06","1,211.06","1,197.63","8,404.93"
36000,OHIO,ADAMS,"1,230.78","1,230.78","1,230.78","9,456.17"
36010,OHIO,ALLEN,"1,259.60","1,257.66","1,215.13","9,456.17"
36020,OHIO,ASHLAND,"1,227.48","1,211.11","1,172.92","9,456.17"
36030,OHIO,ASHTABULA,"1,294.64","1,277.38","1,237.10","9,456.17"
36040,OHIO,ATHENS,"1,289.27","1,289.27","1,257.29","9,456.17"
36050,OHIO,AUGLAIZE,"1,271.81","1,253.64","1,211.25","9,456.17"
36060,OHIO,BELMONT,"1,282.85","1,265.74","1,225.83","9,456.17"
36070,OHIO,BROWN,"1,303.42","1,284.80","1,241.35","9,456.17"
36080,OHIO,BUTLER,"1,303.82","1,268.26","1,185.29","9,456.17"
36090,OHIO,CARROLL,"1,221.20","1,191.89","1,123.50","9,456.17"
36100,OHIO,CHAMPAIGN,"1,247.72","1,247.72","1,240.12","9,456.17"
36110,OHIO,CLARK,"1,344.98","1,310.64","1,230.51","9,456.17"
36120,OHIO,CLERMONT,"1,372.41","1,350.80","1,268.22","9,456.17"
36130,OHIO,CLINTON,"1,258.26","1,240.90","1,200.41","9,456.17"
36140,OHIO,COLUMBIANA,"1,331.00","1,297.02","1,217.73","9,456.17"
36150,OHIO,COSHOCTON,"1,299.56","1,280.54","1,236.16","9,456.17"
36160,OHIO,CRAWFORD,"1,225.67","1,208.16","1,167.30","9,456.17"
36170,OHIO,CUYAHOGA,"1,311.80","1,279.35","1,203.61","9,456.17"
36190,OHIO,DARKE,"1,245.37","1,245.37","1,245.37","9,456.17"
36200,OHIO,DEFIANCE,"1,207.53","1,207.53","1,201.16","9,456.17"
36210,OHIO,DELAWARE,"1,304.43","1,271.12","1,193.41","9,456.17"
36220,OHIO,ERIE,"1,223.81","1,207.49","1,169.42","9,456.17"
36230,OHIO,FAIRFIELD,"1,296.21","1,260.86","1,178.37","9,456.17"
36240,OHIO,FAYETTE,"1,231.24","1,231.24","1,197.58","9,456.17"
36250,OHIO,FRANKLIN,"1,316.19","1,282.58","1,204.17","9,456.17"
36260,OHIO,FULTON,"1,267.70","1,251.86","1,214.88","9,456.17"
36270,OHIO,GALLIA,"1,242.06","1,239.76","1,200.67","9,456.17"
36280,OHIO,GEAUGA,"1,275.73","1,259.79","1,222.58","9,456.17"
36290,OHIO,GREENE,"1,275.72","1,259.26","1,220.85","9,456.17"
36300,OHIO,GUERNSEY,"1,246.36","1,228.56","1,187.01","9,456.17"
36310,OHIO,HAMILTON,"1,238.80","1,221.10","1,179.81","9,456.17"
36330,OHIO,HANCOCK,"1,250.18","1,250.18","1,239.84","9,456.17"
36340,OHIO,HARDIN,"1,286.12","1,267.75","1,224.88","9,456.17"
36350,OHIO,HARRISON,"1,280.41","1,263.34","1,223.50","9,456.17"
36360,OHIO,HENRY,"1,180.45","1,180.45","1,180.45","9,456.17"
36370,OHIO,HIGHLAND,"1,188.18","1,188.18","1,188.18","9,456.17"
36380,OHIO,HOCKING,"1,247.33","1,247.33","1,207.06","9,456.17"
36390,OHIO,HOLMES,"1,204.07","1,189.02","1,153.90","9,456.17"
36400,OHIO,HURON,"1,238.67","1,238.67","1,203.61","9,456.17"
36410,OHIO,JACKSON,"1,197.47","1,197.47","1,197.47","9,456.17"
36420,OHIO,JEFFERSON,"1,271.35","1,254.40","1,214.85","9,456.17"
36430,OHIO,KNOX,"1,254.52","1,236.60","1,194.78","9,456.17"
36440,OHIO,LAKE,"1,294.79","1,261.73","1,184.60","9,456.17"
36450,OHIO,LAWRENCE,"1,273.87","1,256.89","1,217.25","9,456.17"
36460,OHIO,LICKING,"1,320.07","1,286.36","1,207.72","9,456.17"
36470,OHIO,LOGAN,"1,291.11","1,272.22","1,228.13","9,456.17"
36480,OHIO,LORAIN,"1,247.68","1,231.05","1,192.23","9,456.17"
36490,OHIO,LUCAS,"1,297.78","1,264.64","1,187.33","9,456.17"
36500,OHIO,MADISON,"1,270.25","1,235.60","1,154.77","9,456.17"
36510,OHIO,MAHONING,"1,326.43","1,292.57","1,213.55","9,456.17"
36520,OHIO,MARION,"1,251.41","1,234.72","1,195.79","9,456.17"
36530,OHIO,MEDINA,"1,293.72","1,260.69","1,183.62","9,456.17"
36540,OHIO,MEIGS,"1,197.36","1,197.36","1,178.54","9,456.17"
36550,OHIO,MERCER,"1,251.90","1,251.90","1,251.90","9,456.17"
36560,OHIO,MIAMI,"1,326.90","1,293.03","1,213.98","9,456.17"
36570,OHIO,MONROE,"1,238.73","1,222.21","1,183.67","9,456.17"
36580,OHIO,MONTGOMERY,"1,338.23","1,304.06","1,224.34","9,456.17"
36590,OHIO,MORGAN,"1,249.96","1,249.96","1,217.15","9,456.17"
36600,OHIO,MORROW,"1,251.20","1,233.33","1,191.62","9,456.17"
36610,OHIO,MUSKINGUM,"1,252.96","1,252.96","1,252.96","9,456.17"
36620,OHIO,NOBLE,"1,245.22","1,245.22","1,214.77","9,456.17"
36630,OHIO,OTTAWA,"1,226.40","1,208.88","1,168.00","9,456.17"
36640,OHIO,PAULDING,"1,284.40","1,284.40","1,279.90","9,456.17"
36650,OHIO,PERRY,"1,246.14","1,246.14","1,217.05","9,456.17"
36660,OHIO,PICKAWAY,"1,310.39","1,274.65","1,191.26","9,456.17"
36670,OHIO,PIKE,"1,215.71","1,215.71","1,201.72","9,456.17"
36680,OHIO,PORTAGE,"1,293.81","1,262.76","1,190.31","9,456.17"
36690,OHIO,PREBLE,"1,330.83","1,296.85","1,217.57","9,456.17"
36700,OHIO,PUTNAM,"1,243.10","1,243.10","1,217.42","9,456.17"
36710,OHIO,RICHLAND,"1,243.48","1,225.72","1,184.27","9,456.17"
36720,OHIO,ROSS,"1,210.38","1,210.38","1,207.69","9,456.17"
36730,OHIO,SANDUSKY,"1,234.19","1,234.19","1,213.99","9,456.17"
36740,OHIO,SCIOTO,"1,300.80","1,281.29","1,235.76","9,456.17"
36750,OHIO,SENECA,"1,238.74","1,238.74","1,216.65","9,456.17"
36760,OHIO,SHELBY,"1,248.68","1,248.68","1,234.86","9,456.17"
36770,OHIO,STARK,"1,264.14","1,233.80","1,163.01","9,456.17"
36780,OHIO,SUMMIT,"1,304.65","1,273.34","1,200.28","9,456.17"
36790,OHIO,TRUMBULL,"1,351.97","1,317.45","1,236.91","9,456.17"
36800,OHIO,TUSCARAWAS,"1,217.41","1,202.19","1,166.69","9,456.17"
36810,OHIO,UNION,"1,296.01","1,262.92","1,185.71","9,456.17"
36820,OHIO,VAN WERT,"1,259.70","1,259.70","1,259.70","9,456.17"
36830,OHIO,VINTON,"1,208.74","1,208.74","1,183.63","9,456.17"
36840,OHIO,WARREN,"1,317.36","1,282.62","1,201.55","9,456.17"
36850,OHIO,WASHINGTON,"1,232.64","1,215.03","1,173.94","9,456.17"
36860,OHIO,WAYNE,"1,175.33","1,160.64","1,126.36","9,456.17"
36870,OHIO,WILLIAMS,"1,247.64","1,246.83","1,208.80","9,456.17"
36880,OHIO,WOOD,"1,337.36","1,305.27","1,230.37","9,456.17"
36890,OHIO,WYANDOT,"1,243.65","1,243.65","1,225.25","9,456.17"
37000,OKLAHOMA,ADAIR,"1,219.35","1,219.35","1,219.35","9,493.09"
37010,OKLAHOMA,ALFALFA,"1,274.55","1,255.89","1,212.37","9,493.09"
37020,OKLAHOMA,ATOKA,"1,451.45","1,429.68","1,378.88","9,493.09"
37030,OKLAHOMA,BEAVER,"1,347.04","1,326.83","1,279.69","9,493.09"
37040,OKLAHOMA,BECKHAM,"1,339.72","1,339.72","1,320.75","9,493.09"
37050,OKLAHOMA,BLAINE,"1,338.38","1,318.30","1,271.46","9,493.09"
37060,OKLAHOMA,BRYAN,"1,399.30","1,378.31","1,329.34","9,493.09"
37070,OKLAHOMA,CADDO,"1,588.19","1,564.37","1,508.78","9,493.09"
37080,OKLAHOMA,CANADIAN,"1,341.54","1,323.65","1,281.92","9,493.09"
37090,OKLAHOMA,CARTER,"1,330.66","1,330.66","1,297.39","9,493.09"
37100,OKLAHOMA,CHEROKEE,"1,278.67","1,278.67","1,240.63","9,493.09"
37110,OKLAHOMA,CHOCTAW,"1,350.73","1,330.47","1,283.19","9,493.09"
37120,OKLAHOMA,CIMARRON,"1,605.83","1,581.74","1,525.54","9,493.09"
37130,OKLAHOMA,CLEVELAND,"1,330.91","1,313.16","1,271.76","9,493.09"
37140,OKLAHOMA,COAL,"1,438.26","1,416.69","1,366.35","9,493.09"
37150,OKLAHOMA,COMANCHE,"1,247.75","1,247.75","1,247.75","9,493.09"
37160,OKLAHOMA,COTTON,"1,391.06","1,370.19","1,321.51","9,493.09"
37170,OKLAHOMA,CRAIG,"1,254.50","1,254.50","1,254.50","9,493.09"
37180,OKLAHOMA,CREEK,"1,264.64","1,264.64","1,264.64","9,493.09"
37190,OKLAHOMA,CUSTER,"1,342.77","1,323.12","1,277.27","9,493.09"
37200,OKLAHOMA,DELAWARE,"1,221.68","1,221.68","1,207.98","9,493.09"
37210,OKLAHOMA,DEWEY,"1,436.11","1,414.57","1,364.30","9,493.09"
37220,OKLAHOMA,ELLIS,"1,404.59","1,383.52","1,334.36","9,493.09"
37230,OKLAHOMA,GARFIELD,"1,256.21","1,256.21","1,231.66","9,493.09"
37240,OKLAHOMA,GARVIN,"1,331.10","1,311.13","1,264.55","9,493.09"
37250,OKLAHOMA,GRADY,"1,346.79","1,326.59","1,279.45","9,493.09"
37260,OKLAHOMA,GRANT,"1,336.57","1,325.11","1,280.30","9,493.09"
37270,OKLAHOMA,GREER,"1,931.74","1,902.76","1,835.15","9,493.09"
37280,OKLAHOMA,HARMON,"1,424.73","1,403.36","1,353.49","9,493.09"
37290,OKLAHOMA,HARPER,"1,311.63","1,291.96","1,246.05","9,493.09"
37300,OKLAHOMA,HASKELL,"1,376.49","1,355.84","1,307.67","9,493.09"
37310,OKLAHOMA,HUGHES,"1,337.38","1,317.32","1,270.51","9,493.09"
37320,OKLAHOMA,JACKSON,"1,351.10","1,331.80","1,286.76","9,493.09"
37330,OKLAHOMA,JEFFERSON,"1,382.14","1,361.41","1,313.03","9,493.09"
37340,OKLAHOMA,JOHNSTON,"1,387.32","1,366.51","1,317.95","9,493.09"
37350,OKLAHOMA,KAY,"1,293.52","1,293.52","1,292.01","9,493.09"
37360,OKLAHOMA,KINGFISHER,"1,285.80","1,267.43","1,224.57","9,493.09"
37370,OKLAHOMA,KIOWA,"1,352.48","1,352.48","1,352.48","9,493.09"
37380,OKLAHOMA,LATIMER,"1,371.13","1,351.54","1,305.84","9,493.09"
37390,OKLAHOMA,LE FLORE,"1,341.17","1,322.01","1,277.30","9,493.09"
37400,OKLAHOMA,LINCOLN,"1,371.67","1,351.09","1,303.09","9,493.09"
37410,OKLAHOMA,LOGAN,"1,314.19","1,296.67","1,255.78","9,493.09"
37420,OKLAHOMA,LOVE,"1,409.72","1,388.57","1,339.23","9,493.09"
37430,OKLAHOMA,MCCLAIN,"1,269.16","1,251.03","1,208.72","9,493.09"
37440,OKLAHOMA,MCCURTAIN,"1,340.66","1,321.51","1,276.82","9,493.09"
37450,OKLAHOMA,MCINTOSH,"1,397.85","1,376.88","1,327.96","9,493.09"
37460,OKLAHOMA,MAJOR,"1,315.68","1,295.94","1,249.90","9,493.09"
37470,OKLAHOMA,MARSHALL,"1,345.01","1,324.83","1,277.76","9,493.09"
37480,OKLAHOMA,MAYES,"1,288.04","1,288.04","1,284.71","9,493.09"
37490,OKLAHOMA,MURRAY,"1,375.85","1,355.21","1,307.06","9,493.09"
37500,OKLAHOMA,MUSKOGEE,"1,329.71","1,309.76","1,263.22","9,493.09"
37510,OKLAHOMA,NOBLE,"1,261.05","1,261.05","1,247.85","9,493.09"
37520,OKLAHOMA,NOWATA,"1,236.94","1,236.94","1,199.45","9,493.09"
37530,OKLAHOMA,OKFUSKEE,"1,326.49","1,326.49","1,293.33","9,493.09"
37540,OKLAHOMA,OKLAHOMA,"1,254.61","1,236.69","1,194.87","9,493.09"
37550,OKLAHOMA,OKMULGEE,"1,317.80","1,298.98","1,255.05","9,493.09"
37560,OKLAHOMA,OSAGE,"1,461.91","1,439.98","1,388.81","9,493.09"
37570,OKLAHOMA,OTTAWA,"1,263.88","1,247.03","1,207.71","9,493.09"
37580,OKLAHOMA,PAWNEE,"1,356.33","1,335.99","1,288.51","9,493.09"
37590,OKLAHOMA,PAYNE,"1,240.02","1,240.02","1,203.26","9,493.09"
37600,OKLAHOMA,PITTSBURG,"1,254.66","1,254.66","1,254.66","9,493.09"
37610,OKLAHOMA,PONTOTOC,"1,316.55","1,296.80","1,250.72","9,493.09"
37620,OKLAHOMA,POTTAWATOMIE,"1,269.30","1,251.17","1,208.86","9,493.09"
37630,OKLAHOMA,PUSHMATAHA,"1,354.39","1,334.07","1,286.67","9,493.09"
37640,OKLAHOMA,ROGER MILLS,"1,605.10","1,581.02","1,524.85","9,493.09"
37650,OKLAHOMA,ROGERS,"1,373.01","1,336.80","1,252.30","9,493.09"
37660,OKLAHOMA,SEMINOLE,"1,308.20","1,308.20","1,275.50","9,493.09"
37670,OKLAHOMA,SEQUOYAH,"1,254.69","1,254.69","1,254.69","9,493.09"
37680,OKLAHOMA,STEPHENS,"1,252.41","1,252.41","1,247.67","9,493.09"
37690,OKLAHOMA,TEXAS,"1,245.72","1,227.92","1,186.40","9,493.09"
37700,OKLAHOMA,TILLMAN,"1,258.38","1,240.41","1,198.46","9,493.09"
37710,OKLAHOMA,TULSA,"1,379.21","1,369.13","1,285.43","9,493.09"
37720,OKLAHOMA,WAGONER,"1,248.02","1,248.02","1,248.02","9,493.09"
37730,OKLAHOMA,WASHINGTON,"1,253.79","1,253.79","1,253.79","9,493.09"
37740,OKLAHOMA,WASHITA,"1,338.30","1,319.18","1,274.57","9,493.09"
37750,OKLAHOMA,WOODS,"1,263.06","1,263.06","1,263.06","9,493.09"
37760,OKLAHOMA,WOODWARD,"1,278.04","1,278.04","1,270.60","9,493.09"
38000,OREGON,BAKER,"1,257.14","1,254.20","1,217.16","9,269.46"
38010,OREGON,BENTON,"1,154.08","1,139.65","1,105.99","9,269.46"
38020,OREGON,CLACKAMAS,"1,256.48","1,226.32","1,155.96","9,269.46"
38030,OREGON,CLATSOP,"1,241.87","1,224.74","1,184.77","9,269.46"
38040,OREGON,COLUMBIA,"1,270.76","1,240.26","1,169.10","9,269.46"
38050,OREGON,COOS,"1,178.05","1,178.05","1,178.05","9,269.46"
38060,OREGON,CROOK,"1,259.03","1,259.03","1,259.03","9,269.46"
38070,OREGON,CURRY,"1,254.62","1,248.80","1,206.57","9,269.46"
38080,OREGON,DESCHUTES,"1,257.67","1,257.67","1,248.64","9,269.46"
38090,OREGON,DOUGLAS,"1,254.79","1,240.93","1,204.28","9,269.46"
38100,OREGON,GILLIAM,"1,182.29","1,170.00","1,130.43","9,269.46"
38110,OREGON,GRANT,"1,308.80","1,289.17","1,243.36","9,269.46"
38120,OREGON,HARNEY,"1,367.02","1,346.51","1,298.67","9,269.46"
38130,OREGON,HOOD RIVER,"1,201.37","1,185.35","1,147.97","9,269.46"
38140,OREGON,JACKSON,"1,288.74","1,271.56","1,231.47","9,269.46"
38150,OREGON,JEFFERSON,"1,185.58","1,185.58","1,184.13","9,269.46"
38160,OREGON,JOSEPHINE,"1,257.66","1,253.34","1,216.32","9,269.46"
38170,OREGON,KLAMATH,"1,242.53","1,242.53","1,217.34","9,269.46"
38180,OREGON,LAKE,"1,417.68","1,396.41","1,346.80","9,269.46"
38190,OREGON,LANE,"1,251.49","1,221.45","1,151.37","9,269.46"
38200,OREGON,LINCOLN,"1,236.63","1,234.78","1,195.84","9,269.46"
38210,OREGON,LINN,"1,201.32","1,201.32","1,177.91","9,269.46"
38220,OREGON,MALHEUR,"1,257.64","1,241.92","1,205.23","9,269.46"
38230,OREGON,MARION,"1,317.23","1,285.61","1,211.85","9,269.46"
38240,OREGON,MORROW,"1,496.02","1,473.58","1,421.22","9,269.46"
38250,OREGON,MULTNOMAH,"1,245.54","1,215.64","1,145.89","9,269.46"
38260,OREGON,POLK,"1,327.34","1,295.48","1,221.15","9,269.46"
38270,OREGON,SHERMAN,"1,173.02","1,156.84","1,119.09","9,269.46"
38280,OREGON,TILLAMOOK,"1,249.27","1,231.42","1,189.78","9,269.46"
38290,OREGON,UMATILLA,"1,250.00","1,250.00","1,226.16","9,269.46"
38300,OREGON,UNION,"1,223.83","1,206.34","1,165.55","9,269.46"
38310,OREGON,WALLOWA,"1,251.31","1,232.54","1,188.74","9,269.46"
38320,OREGON,WASCO,"1,203.85","1,203.85","1,194.79","9,269.46"
38330,OREGON,WASHINGTON,"1,237.79","1,208.08","1,138.76","9,269.46"
38340,OREGON,WHEELER,"1,232.31","1,215.31","1,175.65","9,269.46"
38350,OREGON,YAMHILL,"1,254.64","1,224.53","1,154.27","9,269.46"
39000,PENNSYLVANIA,ADAMS,"1,232.01","1,232.01","1,207.05","9,545.48"
39010,PENNSYLVANIA,ALLEGHENY,"1,340.86","1,308.68","1,233.59","9,545.48"
39070,PENNSYLVANIA,ARMSTRONG,"1,307.53","1,276.14","1,202.92","9,545.48"
39080,PENNSYLVANIA,BEAVER,"1,353.41","1,318.86","1,238.23","9,545.48"
39100,PENNSYLVANIA,BEDFORD,"1,243.27","1,243.27","1,223.73","9,545.48"
39110,PENNSYLVANIA,BERKS,"1,362.32","1,327.54","1,246.38","9,545.48"
39120,PENNSYLVANIA,BLAIR,"1,298.15","1,280.84","1,240.45","9,545.48"
39130,PENNSYLVANIA,BRADFORD,"1,219.88","1,219.88","1,204.86","9,545.48"
39140,PENNSYLVANIA,BUCKS,"1,288.48","1,270.07","1,227.12","9,545.48"
39150,PENNSYLVANIA,BUTLER,"1,321.98","1,290.25","1,216.22","9,545.48"
39160,PENNSYLVANIA,CAMBRIA,"1,301.43","1,284.64","1,245.45","9,545.48"
39180,PENNSYLVANIA,CAMERON,"1,238.00","1,221.49","1,182.97","9,545.48"
39190,PENNSYLVANIA,CARBON,"1,307.67","1,290.23","1,249.55","9,545.48"
39200,PENNSYLVANIA,CENTRE,"1,235.90","1,235.90","1,213.05","9,545.48"
39210,PENNSYLVANIA,CHESTER,"1,308.79","1,273.10","1,189.81","9,545.48"
39220,PENNSYLVANIA,CLARION,"1,247.79","1,231.16","1,192.34","9,545.48"
